sheet,action,rule_id,match_key,changed_fields,old_values,new_values
工艺规范类,新增,R1-001,工艺规范类 | 加氢装置负荷与运行模式规则 | 航煤加氢反应系统正常操作 | 航煤加氢空速控制规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""R1-001"", ""规则名称"": ""航煤加氢空速控制规则"", ""知识类型"": ""工艺规范类"", ""子类型"": ""加氢装置负荷与运行模式规则"", ""适用范围"": ""航煤加氢反应系统正常操作"", ""规则内容"": ""航煤加氢主催化剂体积空速应控制在3.0～4.0 h-1范围内，避免偏离设计空速影响反应深度和催化剂运行。"", ""来源文件"": ""延炼-航煤加氢装置操作规程.pdf"", ""具体页码"": ""page=24"", ""原文内容"": ""主催化剂体积空速 h-1 3.0～4.0"", ""JSON"": ""{\""rule_id\"": \""R1-001\"", \""rule_name\"": \""航煤加氢空速控制规则\"", \""knowledge_type\"": \""工艺规范类\"", \""sub_type\"": \""加氢装置负荷与运行模式规则\"", \""applicable_scope\"": \""航煤加氢反应系统正常操作\"", \""rule_content\"": \""航煤加氢主催化剂体积空速应控制在3.0～4.0 h-1范围内，避免偏离设计空速影响反应深度和催化剂运行。\"", \""source_file\"": \""延炼-航煤加氢装置操作规程.pdf\"", \""locator\"": \""page=24\"", \""evidence_text\"": \""主催化剂体积空速 h-1 3.0～4.0\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
工艺规范类,新增,R1-012,工艺规范类 | 其他工艺约束规则 | 航煤加氢开工准备 | 航煤开工氮气纯度规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""R1-012"", ""规则名称"": ""航煤开工氮气纯度规则"", ""知识类型"": ""工艺规范类"", ""子类型"": ""其他工艺约束规则"", ""适用范围"": ""航煤加氢开工准备"", ""规则内容"": ""航煤加氢开工前应联系调度准备纯度99.9%以上的合格氮气。"", ""来源文件"": ""延炼-航煤加氢装置操作规程.pdf"", ""具体页码"": ""page=65"", ""原文内容"": ""联系调度，准备好合格 N （纯度 99.9%以上）。"", ""JSON"": ""{\""rule_id\"": \""R1-012\"", \""rule_name\"": \""航煤开工氮气纯度规则\"", \""knowledge_type\"": \""工艺规范类\"", \""sub_type\"": \""其他工艺约束规则\"", \""applicable_scope\"": \""航煤加氢开工准备\"", \""rule_content\"": \""航煤加氢开工前应联系调度准备纯度99.9%以上的合格氮气。\"", \""source_file\"": \""延炼-航煤加氢装置操作规程.pdf\"", \""locator\"": \""page=65\"", \""evidence_text\"": \""联系调度，准备好合格 N （纯度 99.9%以上）。\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
工艺规范类,新增,R1-013,工艺规范类 | 其他工艺约束规则 | 航煤加氢分馏系统开工置换 | 航煤分馏氮气置换合格规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""R1-013"", ""规则名称"": ""航煤分馏氮气置换合格规则"", ""知识类型"": ""工艺规范类"", ""子类型"": ""其他工艺约束规则"", ""适用范围"": ""航煤加氢分馏系统开工置换"", ""规则内容"": ""分馏系统用氮气赶空气时，氧含量低于0.5%(v)方为合格。"", ""来源文件"": ""延炼-航煤加氢装置操作规程.pdf"", ""具体页码"": ""page=70"", ""原文内容"": ""分馏系统用氮气赶空气，化验氧含量低于0.5%（v）为合格。"", ""JSON"": ""{\""rule_id\"": \""R1-013\"", \""rule_name\"": \""航煤分馏氮气置换合格规则\"", \""knowledge_type\"": \""工艺规范类\"", \""sub_type\"": \""其他工艺约束规则\"", \""applicable_scope\"": \""航煤加氢分馏系统开工置换\"", \""rule_content\"": \""分馏系统用氮气赶空气时，氧含量低于0.5%(v)方为合格。\"", \""source_file\"": \""延炼-航煤加氢装置操作规程.pdf\"", \""locator\"": \""page=70\"", \""evidence_text\"": \""分馏系统用氮气赶空气，化验氧含量低于0.5%（v）为合格。\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
工艺规范类,新增,R1-014,工艺规范类 | 重整装置负荷与运行模式规则 | 榆炼连续重整预加氢反应系统 | 榆炼预加氢反应温度规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""R1-014"", ""规则名称"": ""榆炼预加氢反应温度规则"", ""知识类型"": ""工艺规范类"", ""子类型"": ""重整装置负荷与运行模式规则"", ""适用范围"": ""榆炼连续重整预加氢反应系统"", ""规则内容"": ""榆炼连续重整预加氢反应温度应控制在270～320℃，最高不超过350℃。"", ""来源文件"": ""榆炼-连续重整和苯抽取联合装置操作规程.pdf"", ""具体页码"": ""page=24"", ""原文内容"": ""反应温度,℃ 270～320 350（最高）"", ""JSON"": ""{\""rule_id\"": \""R1-014\"", \""rule_name\"": \""榆炼预加氢反应温度规则\"", \""knowledge_type\"": \""工艺规范类\"", \""sub_type\"": \""重整装置负荷与运行模式规则\"", \""applicable_scope\"": \""榆炼连续重整预加氢反应系统\"", \""rule_content\"": \""榆炼连续重整预加氢反应温度应控制在270～320℃，最高不超过350℃。\"", \""source_file\"": \""榆炼-连续重整和苯抽取联合装置操作规程.pdf\"", \""locator\"": \""page=24\"", \""evidence_text\"": \""反应温度,℃ 270～320 350（最高）\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
工艺规范类,新增,R1-015,工艺规范类 | 重整装置负荷与运行模式规则 | 榆炼连续重整预加氢反应系统 | 榆炼预加氢氢油比规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""R1-015"", ""规则名称"": ""榆炼预加氢氢油比规则"", ""知识类型"": ""工艺规范类"", ""子类型"": ""重整装置负荷与运行模式规则"", ""适用范围"": ""榆炼连续重整预加氢反应系统"", ""规则内容"": ""榆炼连续重整预加氢反应氢油比应按90 v/v控制。"", ""来源文件"": ""榆炼-连续重整和苯抽取联合装置操作规程.pdf"", ""具体页码"": ""page=24"", ""原文内容"": ""氢油比,v/v 90 90"", ""JSON"": ""{\""rule_id\"": \""R1-015\"", \""rule_name\"": \""榆炼预加氢氢油比规则\"", \""knowledge_type\"": \""工艺规范类\"", \""sub_type\"": \""重整装置负荷与运行模式规则\"", \""applicable_scope\"": \""榆炼连续重整预加氢反应系统\"", \""rule_content\"": \""榆炼连续重整预加氢反应氢油比应按90 v/v控制。\"", \""source_file\"": \""榆炼-连续重整和苯抽取联合装置操作规程.pdf\"", \""locator\"": \""page=24\"", \""evidence_text\"": \""氢油比,v/v 90 90\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
工艺规范类,新增,R1-016,工艺规范类 | 重整装置负荷与运行模式规则 | 榆炼连续重整预加氢反应系统 | 榆炼预加氢体积空速规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""R1-016"", ""规则名称"": ""榆炼预加氢体积空速规则"", ""知识类型"": ""工艺规范类"", ""子类型"": ""重整装置负荷与运行模式规则"", ""适用范围"": ""榆炼连续重整预加氢反应系统"", ""规则内容"": ""榆炼连续重整预加氢反应体积空速应按6 h-1控制。"", ""来源文件"": ""榆炼-连续重整和苯抽取联合装置操作规程.pdf"", ""具体页码"": ""page=24"", ""原文内容"": ""体积空速,h-1 6 6"", ""JSON"": ""{\""rule_id\"": \""R1-016\"", \""rule_name\"": \""榆炼预加氢体积空速规则\"", \""knowledge_type\"": \""工艺规范类\"", \""sub_type\"": \""重整装置负荷与运行模式规则\"", \""applicable_scope\"": \""榆炼连续重整预加氢反应系统\"", \""rule_content\"": \""榆炼连续重整预加氢反应体积空速应按6 h-1控制。\"", \""source_file\"": \""榆炼-连续重整和苯抽取联合装置操作规程.pdf\"", \""locator\"": \""page=24\"", \""evidence_text\"": \""体积空速,h-1 6 6\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
工艺规范类,新增,R1-017,工艺规范类 | 其他工艺约束规则 | 榆炼连续重整二级再接触系统 | 榆炼再接触冷冻温度规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""R1-017"", ""规则名称"": ""榆炼再接触冷冻温度规则"", ""知识类型"": ""工艺规范类"", ""子类型"": ""其他工艺约束规则"", ""适用范围"": ""榆炼连续重整二级再接触系统"", ""规则内容"": ""二级再接触物料应经冷冻器冷冻至3～8℃后进入二级再接触罐。"", ""来源文件"": ""榆炼-连续重整和苯抽取联合装置操作规程.pdf"", ""具体页码"": ""page=16"", ""原文内容"": ""进入再接触冷冻器E204，冷冻至3～8℃进入二级再接触罐D203"", ""JSON"": ""{\""rule_id\"": \""R1-017\"", \""rule_name\"": \""榆炼再接触冷冻温度规则\"", \""knowledge_type\"": \""工艺规范类\"", \""sub_type\"": \""其他工艺约束规则\"", \""applicable_scope\"": \""榆炼连续重整二级再接触系统\"", \""rule_content\"": \""二级再接触物料应经冷冻器冷冻至3～8℃后进入二级再接触罐。\"", \""source_file\"": \""榆炼-连续重整和苯抽取联合装置操作规程.pdf\"", \""locator\"": \""page=16\"", \""evidence_text\"": \""进入再接触冷冻器E204，冷冻至3～8℃进入二级再接触罐D203\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
工艺规范类,新增,R1-018,工艺规范类 | 其他工艺约束规则 | 榆炼苯抽提抽提蒸馏塔进料换热 | 榆炼贫溶剂温降控制规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""R1-018"", ""规则名称"": ""榆炼贫溶剂温降控制规则"", ""知识类型"": ""工艺规范类"", ""子类型"": ""其他工艺约束规则"", ""适用范围"": ""榆炼苯抽提抽提蒸馏塔进料换热"", ""规则内容"": ""抽提蒸馏塔进料换热时，应通过调节贫溶剂旁通量将换热后贫溶剂总温降控制为28℃。"", ""来源文件"": ""榆炼-连续重整和苯抽取联合装置操作规程.pdf"", ""具体页码"": ""page=21"", ""原文内容"": ""通过调节贫溶剂旁通量，控制经换热后贫溶剂的总温降为 28℃。"", ""JSON"": ""{\""rule_id\"": \""R1-018\"", \""rule_name\"": \""榆炼贫溶剂温降控制规则\"", \""knowledge_type\"": \""工艺规范类\"", \""sub_type\"": \""其他工艺约束规则\"", \""applicable_scope\"": \""榆炼苯抽提抽提蒸馏塔进料换热\"", \""rule_content\"": \""抽提蒸馏塔进料换热时，应通过调节贫溶剂旁通量将换热后贫溶剂总温降控制为28℃。\"", \""source_file\"": \""榆炼-连续重整和苯抽取联合装置操作规程.pdf\"", \""locator\"": \""page=21\"", \""evidence_text\"": \""通过调节贫溶剂旁通量，控制经换热后贫溶剂的总温降为 28℃。\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
工艺规范类,新增,R1-019,工艺规范类 | 其他工艺约束规则 | 榆炼苯蒸发塔产品采出 | 榆炼苯采出比例规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""R1-019"", ""规则名称"": ""榆炼苯采出比例规则"", ""知识类型"": ""工艺规范类"", ""子类型"": ""其他工艺约束规则"", ""适用范围"": ""榆炼苯蒸发塔产品采出"", ""规则内容"": ""苯蒸发塔苯产品采出量宜按回流量的80%送出界区。"", ""来源文件"": ""榆炼-连续重整和苯抽取联合装置操作规程.pdf"", ""具体页码"": ""page=23"", ""原文内容"": ""苯采出泵 P410A/B 按回流量的 80%（可调）送出界区。"", ""JSON"": ""{\""rule_id\"": \""R1-019\"", \""rule_name\"": \""榆炼苯采出比例规则\"", \""knowledge_type\"": \""工艺规范类\"", \""sub_type\"": \""其他工艺约束规则\"", \""applicable_scope\"": \""榆炼苯蒸发塔产品采出\"", \""rule_content\"": \""苯蒸发塔苯产品采出量宜按回流量的80%送出界区。\"", \""source_file\"": \""榆炼-连续重整和苯抽取联合装置操作规程.pdf\"", \""locator\"": \""page=23\"", \""evidence_text\"": \""苯采出泵 P410A/B 按回流量的 80%（可调）送出界区。\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
工艺规范类,新增,R1-020,工艺规范类 | 重整装置负荷与运行模式规则 | 榆炼连续重整催化剂再生燃烧区 | 榆炼再生床层温度上限规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""R1-020"", ""规则名称"": ""榆炼再生床层温度上限规则"", ""知识类型"": ""工艺规范类"", ""子类型"": ""重整装置负荷与运行模式规则"", ""适用范围"": ""榆炼连续重整催化剂再生燃烧区"", ""规则内容"": ""催化剂再生燃烧区床层温度不得超过593℃，防止损坏催化剂和设备。"", ""来源文件"": ""榆炼-连续重整和苯抽取联合装置操作规程.pdf"", ""具体页码"": ""page=60"", ""原文内容"": ""层温度”不得超过593℃，温度过高会造成燃烧区催化剂和设备的损坏。"", ""JSON"": ""{\""rule_id\"": \""R1-020\"", \""rule_name\"": \""榆炼再生床层温度上限规则\"", \""knowledge_type\"": \""工艺规范类\"", \""sub_type\"": \""重整装置负荷与运行模式规则\"", \""applicable_scope\"": \""榆炼连续重整催化剂再生燃烧区\"", \""rule_content\"": \""催化剂再生燃烧区床层温度不得超过593℃，防止损坏催化剂和设备。\"", \""source_file\"": \""榆炼-连续重整和苯抽取联合装置操作规程.pdf\"", \""locator\"": \""page=60\"", \""evidence_text\"": \""层温度”不得超过593℃，温度过高会造成燃烧区催化剂和设备的损坏。\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
工艺规范类,新增,R1-021,工艺规范类 | 其他工艺约束规则 | 榆炼苯抽提原料缓冲罐调质 | 榆炼c6馏分苯含量补偿规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""R1-021"", ""规则名称"": ""榆炼C6馏分苯含量补偿规则"", ""知识类型"": ""工艺规范类"", ""子类型"": ""其他工艺约束规则"", ""适用范围"": ""榆炼苯抽提原料缓冲罐调质"", ""规则内容"": ""当脱C塔切割出的C6馏分苯含量低于25%时，应混兑部分苯产品以调整缓冲罐物料苯含量。"", ""来源文件"": ""榆炼-连续重整和苯抽取联合装置操作规程.pdf"", ""具体页码"": ""page=21"", ""原文内容"": ""如果脱C 塔切割出的C 馏分苯含量低于25%（质量分数...），则混兑部分苯产品...使缓冲罐中物料苯"", ""JSON"": ""{\""rule_id\"": \""R1-021\"", \""rule_name\"": \""榆炼C6馏分苯含量补偿规则\"", \""knowledge_type\"": \""工艺规范类\"", \""sub_type\"": \""其他工艺约束规则\"", \""applicable_scope\"": \""榆炼苯抽提原料缓冲罐调质\"", \""rule_content\"": \""当脱C塔切割出的C6馏分苯含量低于25%时，应混兑部分苯产品以调整缓冲罐物料苯含量。\"", \""source_file\"": \""榆炼-连续重整和苯抽取联合装置操作规程.pdf\"", \""locator\"": \""page=21\"", \""evidence_text\"": \""如果脱C 塔切割出的C 馏分苯含量低于25%（质量分数...），则混兑部分苯产品...使缓冲罐中物料苯\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
调度经验类,新增,EXP-SAF-001,调度经验类 | 安全边际规则 | 航煤加氢高压分离罐平稳操作 | 航煤高分液位平稳规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""EXP-SAF-001"", ""规则名称"": ""航煤高分液位平稳规则"", ""知识类型"": ""调度经验类"", ""子类型"": ""安全边际规则"", ""适用范围"": ""航煤加氢高压分离罐平稳操作"", ""规则内容"": ""高压分离罐液位一般控制在30%～70%，以保证反应系统平稳操作。"", ""来源文件"": ""延炼-航煤加氢装置操作规程.pdf"", ""具体页码"": ""page=45"", ""原文内容"": ""它是系统平稳操作的基础，一般液位控制在30～70%。"", ""JSON"": ""{\""rule_id\"": \""EXP-SAF-001\"", \""rule_name\"": \""航煤高分液位平稳规则\"", \""knowledge_type\"": \""调度经验类\"", \""sub_type\"": \""安全边际规则\"", \""applicable_scope\"": \""航煤加氢高压分离罐平稳操作\"", \""rule_content\"": \""高压分离罐液位一般控制在30%～70%，以保证反应系统平稳操作。\"", \""source_file\"": \""延炼-航煤加氢装置操作规程.pdf\"", \""locator\"": \""page=45\"", \""evidence_text\"": \""它是系统平稳操作的基础，一般液位控制在30～70%。\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
调度经验类,新增,EXP-LNK-001,调度经验类 | 负荷联动规则 | 航煤加氢负荷变化与反应温度调整 | 航煤空速温度联动规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""EXP-LNK-001"", ""规则名称"": ""航煤空速温度联动规则"", ""知识类型"": ""调度经验类"", ""子类型"": ""负荷联动规则"", ""适用范围"": ""航煤加氢负荷变化与反应温度调整"", ""规则内容"": ""当装置进料量减少导致空速降低、反应苛刻度增加时，应结合转化率变化调整反应温度。"", ""来源文件"": ""延炼-航煤加氢装置操作规程.pdf"", ""具体页码"": ""page=42"", ""原文内容"": ""当装置进料量减少，相应的空速就降低反应苛刻增加，氢耗增加，空速提高，转化率将会下降，这时则需提高反应温度"", ""JSON"": ""{\""rule_id\"": \""EXP-LNK-001\"", \""rule_name\"": \""航煤空速温度联动规则\"", \""knowledge_type\"": \""调度经验类\"", \""sub_type\"": \""负荷联动规则\"", \""applicable_scope\"": \""航煤加氢负荷变化与反应温度调整\"", \""rule_content\"": \""当装置进料量减少导致空速降低、反应苛刻度增加时，应结合转化率变化调整反应温度。\"", \""source_file\"": \""延炼-航煤加氢装置操作规程.pdf\"", \""locator\"": \""page=42\"", \""evidence_text\"": \""当装置进料量减少，相应的空速就降低反应苛刻增加，氢耗增加，空速提高，转化率将会下降，这时则需提高反应温度\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
调度经验类,新增,EXP-SAF-002,调度经验类 | 安全边际规则 | 航煤加氢循环氢系统质量与压力稳定 | 航煤循环氢纯度保持规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""EXP-SAF-002"", ""规则名称"": ""航煤循环氢纯度保持规则"", ""知识类型"": ""调度经验类"", ""子类型"": ""安全边际规则"", ""适用范围"": ""航煤加氢循环氢系统质量与压力稳定"", ""规则内容"": ""应保持较高循环氢纯度，以维持氢分压、提高产品质量并减少催化剂结焦。"", ""来源文件"": ""延炼-航煤加氢装置操作规程.pdf"", ""具体页码"": ""page=42"", ""原文内容"": ""保持系统较高的循环氢纯度，则可保持较高的氢分压，有利于加氢反应和提高产品质量，同时，系统较高的氢纯度可以减少催化剂的结焦"", ""JSON"": ""{\""rule_id\"": \""EXP-SAF-002\"", \""rule_name\"": \""航煤循环氢纯度保持规则\"", \""knowledge_type\"": \""调度经验类\"", \""sub_type\"": \""安全边际规则\"", \""applicable_scope\"": \""航煤加氢循环氢系统质量与压力稳定\"", \""rule_content\"": \""应保持较高循环氢纯度，以维持氢分压、提高产品质量并减少催化剂结焦。\"", \""source_file\"": \""延炼-航煤加氢装置操作规程.pdf\"", \""locator\"": \""page=42\"", \""evidence_text\"": \""保持系统较高的循环氢纯度，则可保持较高的氢分压，有利于加氢反应和提高产品质量，同时，系统较高的氢纯度可以减少催化剂的结焦\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
调度经验类,新增,EXP-FLT-001,调度经验类 | 故障导向规则 | 航煤加氢事故处置联络 | 航煤事故调度通知规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""EXP-FLT-001"", ""规则名称"": ""航煤事故调度通知规则"", ""知识类型"": ""调度经验类"", ""子类型"": ""故障导向规则"", ""适用范围"": ""航煤加氢事故处置联络"", ""规则内容"": ""装置出现事故时，内操人员应及时通知调度等相关人员，保证事故处理联络闭环。"", ""来源文件"": ""延炼-航煤加氢装置操作规程.pdf"", ""具体页码"": ""page=35"", ""原文内容"": ""在出现各种事故时，内操人员应及时通知调度等相关人员。"", ""JSON"": ""{\""rule_id\"": \""EXP-FLT-001\"", \""rule_name\"": \""航煤事故调度通知规则\"", \""knowledge_type\"": \""调度经验类\"", \""sub_type\"": \""故障导向规则\"", \""applicable_scope\"": \""航煤加氢事故处置联络\"", \""rule_content\"": \""装置出现事故时，内操人员应及时通知调度等相关人员，保证事故处理联络闭环。\"", \""source_file\"": \""延炼-航煤加氢装置操作规程.pdf\"", \""locator\"": \""page=35\"", \""evidence_text\"": \""在出现各种事故时，内操人员应及时通知调度等相关人员。\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
调度经验类,新增,EXP-SAF-003,调度经验类 | 安全边际规则 | 航煤加氢试压与气密泄漏处理 | 航煤带压泄漏处理规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""EXP-SAF-003"", ""规则名称"": ""航煤带压泄漏处理规则"", ""知识类型"": ""调度经验类"", ""子类型"": ""安全边际规则"", ""适用范围"": ""航煤加氢试压与气密泄漏处理"", ""规则内容"": ""试压过程中发现泄漏时不得带压处理，应降压后处理泄漏点。"", ""来源文件"": ""延炼-航煤加氢装置操作规程.pdf"", ""具体页码"": ""page=63"", ""原文内容"": ""试压过程中如遇泄漏，不得带压处理。"", ""JSON"": ""{\""rule_id\"": \""EXP-SAF-003\"", \""rule_name\"": \""航煤带压泄漏处理规则\"", \""knowledge_type\"": \""调度经验类\"", \""sub_type\"": \""安全边际规则\"", \""applicable_scope\"": \""航煤加氢试压与气密泄漏处理\"", \""rule_content\"": \""试压过程中发现泄漏时不得带压处理，应降压后处理泄漏点。\"", \""source_file\"": \""延炼-航煤加氢装置操作规程.pdf\"", \""locator\"": \""page=63\"", \""evidence_text\"": \""试压过程中如遇泄漏，不得带压处理。\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
调度经验类,新增,EXP-FLT-002,调度经验类 | 故障导向规则 | 榆炼连续重整紧急停车与安全联锁 | 重整sis事故保护规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""EXP-FLT-002"", ""规则名称"": ""重整SIS事故保护规则"", ""知识类型"": ""调度经验类"", ""子类型"": ""故障导向规则"", ""适用范围"": ""榆炼连续重整紧急停车与安全联锁"", ""规则内容"": ""连续重整装置应通过独立SIS系统在事故瞬间自动采取安全联锁保护动作。"", ""来源文件"": ""榆炼-连续重整和苯抽取联合装置操作规程.pdf"", ""具体页码"": ""page=68"", ""原文内容"": ""紧急停车和安全联锁系统（SIS）的设置是为了在发生事故的瞬间自动采取...重整装置设立一套单独的SIS 系统实现装置的安全联锁保护功能。"", ""JSON"": ""{\""rule_id\"": \""EXP-FLT-002\"", \""rule_name\"": \""重整SIS事故保护规则\"", \""knowledge_type\"": \""调度经验类\"", \""sub_type\"": \""故障导向规则\"", \""applicable_scope\"": \""榆炼连续重整紧急停车与安全联锁\"", \""rule_content\"": \""连续重整装置应通过独立SIS系统在事故瞬间自动采取安全联锁保护动作。\"", \""source_file\"": \""榆炼-连续重整和苯抽取联合装置操作规程.pdf\"", \""locator\"": \""page=68\"", \""evidence_text\"": \""紧急停车和安全联锁系统（SIS）的设置是为了在发生事故的瞬间自动采取...重整装置设立一套单独的SIS 系统实现装置的安全联锁保护功能。\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
调度经验类,新增,EXP-FLT-003,调度经验类 | 故障导向规则 | 榆炼苯抽提溶剂回收塔抽真空系统异常 | 重整抽真空联锁停泵规则,"规则编号,规则名称,知识类型,子类型,适用范围,规则内容,来源文件,具体页码,原文内容,JSON,备注",,"{""规则编号"": ""EXP-FLT-003"", ""规则名称"": ""重整抽真空联锁停泵规则"", ""知识类型"": ""调度经验类"", ""子类型"": ""故障导向规则"", ""适用范围"": ""榆炼苯抽提溶剂回收塔抽真空系统异常"", ""规则内容"": ""当D-404液位高高或抽真空管路切断动作时，应联锁切断抽真空管路并停运P-412。"", ""来源文件"": ""榆炼-连续重整和苯抽取联合装置操作规程.pdf"", ""具体页码"": ""page=78"", ""原文内容"": ""当D-404 液位高高...时，联锁切断D-404抽真空管路切断阀...同时联锁停运P-412。"", ""JSON"": ""{\""rule_id\"": \""EXP-FLT-003\"", \""rule_name\"": \""重整抽真空联锁停泵规则\"", \""knowledge_type\"": \""调度经验类\"", \""sub_type\"": \""故障导向规则\"", \""applicable_scope\"": \""榆炼苯抽提溶剂回收塔抽真空系统异常\"", \""rule_content\"": \""当D-404液位高高或抽真空管路切断动作时，应联锁切断抽真空管路并停运P-412。\"", \""source_file\"": \""榆炼-连续重整和苯抽取联合装置操作规程.pdf\"", \""locator\"": \""page=78\"", \""evidence_text\"": \""当D-404 液位高高...时，联锁切断D-404抽真空管路切断阀...同时联锁停运P-412。\"", \""notes\"": \""由PDF文本重新抽取，未使用v1对应规则行。\""}"", ""备注"": ""由PDF文本重新抽取，未使用v1对应规则行。""}"
